ダウンロードした時刻：2018/11/10 20:43:21

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2011/9/3,22.0,8,1,29.3,8,1,26.5,8,1
2011/9/4,21.5,8,1,27.4,8,1,24.4,8,1
2011/9/5,22.5,8,1,27.9,8,1,24.8,8,1
2011/9/6,21.6,8,1,29.2,8,1,24.5,8,1
2011/9/7,18.6,8,1,30.1,8,1,24.5,8,1
2011/9/8,19.7,8,1,31.2,8,1,25.7,8,1
2011/9/9,25.4,8,1,33.3,8,1,28.6,8,1
2011/9/10,25.1,8,1,33.3,8,1,28.6,8,1
2011/9/11,25.3,8,1,32.9,8,1,28.4,8,1
2011/9/12,24.1,8,1,33.2,8,1,28.3,8,1
2011/9/13,25.1,8,1,33.8,8,1,28.8,8,1
2011/9/14,25.9,8,1,34.8,8,1,29.1,8,1
2011/9/15,24.0,8,1,34.7,8,1,28.9,8,1
2011/9/16,25.0,8,1,32.4,8,1,27.5,8,1
2011/9/17,24.6,8,1,31.0,8,1,26.5,8,1
2011/9/18,24.3,8,1,33.1,8,1,27.9,8,1
2011/9/19,21.3,8,1,31.9,8,1,26.3,8,1
2011/9/20,20.9,8,1,22.9,8,1,21.9,8,1
2011/9/21,21.6,8,1,25.6,8,1,23.2,8,1
2011/9/22,18.4,8,1,24.2,8,1,21.4,8,1
2011/9/23,16.0,8,1,26.1,8,1,20.2,8,1
2011/9/24,15.2,8,1,25.7,8,1,20.1,8,1
2011/9/25,17.5,8,1,26.7,8,1,21.9,8,1
2011/9/26,19.7,8,1,23.8,8,1,21.1,8,1
2011/9/27,17.8,8,1,28.7,8,1,22.6,8,1
2011/9/28,18.8,8,1,28.6,8,1,23.2,8,1
2011/9/29,18.6,8,1,28.3,8,1,23.6,8,1
2011/9/30,20.7,8,1,28.1,8,1,24.0,8,1
2011/10/1,16.7,8,1,24.6,8,1,20.2,8,1
2011/10/2,15.8,8,1,21.4,8,1,18.1,8,1
2011/10/3,15.3,8,1,22.1,8,1,17.7,8,1
2011/10/4,12.5,8,1,23.3,8,1,18.1,8,1
2011/10/5,17.3,8,1,20.4,8,1,18.4,8,1
2011/10/6,17.0,8,1,25.4,8,1,20.8,8,1
2011/10/7,16.8,8,1,24.8,8,1,20.5,8,1
2011/10/8,14.3,8,1,25.0,8,1,19.5,8,1
2011/10/9,15.1,8,1,26.6,8,1,20.6,8,1
2011/10/10,16.7,8,1,25.9,8,1,21.2,8,1
2011/10/11,17.0,8,1,23.9,8,1,20.6,8,1
2011/10/12,17.1,8,1,25.8,8,1,21.0,8,1
2011/10/13,17.9,8,1,21.6,8,1,19.6,8,1
2011/10/14,17.8,8,1,22.0,8,1,19.5,8,1
2011/10/15,19.8,8,1,26.3,8,1,22.4,8,1
2011/10/16,19.1,8,1,24.5,8,1,21.5,8,1
2011/10/17,16.6,8,1,22.9,8,1,19.9,8,1
2011/10/18,15.1,8,1,24.0,8,1,18.8,8,1
2011/10/19,13.2,8,1,25.2,8,1,18.6,8,1
2011/10/20,16.5,8,1,26.7,8,1,20.9,8,1
2011/10/21,18.4,8,1,26.6,8,1,21.1,8,1
2011/10/22,19.0,8,1,27.5,8,1,21.7,8,1
2011/10/23,18.8,8,1,24.3,8,1,20.6,8,1
2011/10/24,16.7,8,1,25.1,8,1,20.6,8,1
2011/10/25,13.8,8,1,22.1,8,1,19.2,8,1
2011/10/26,12.3,8,1,19.6,8,1,14.8,8,1
2011/10/27,9.8,8,1,21.4,8,1,15.3,8,1
2011/10/28,13.9,8,1,24.6,8,1,18.3,8,1
2011/10/29,14.2,8,1,24.0,8,1,19.4,8,1
2011/10/30,14.7,8,1,19.6,8,1,17.2,8,1
2011/10/31,14.7,8,1,23.8,8,1,18.3,8,1
2011/11/1,13.7,8,1,25.4,8,1,19.0,8,1
2011/11/2,15.6,8,1,24.0,8,1,19.6,8,1
2011/11/3,17.7,8,1,22.7,8,1,19.9,8,1
2011/11/4,16.3,8,1,26.3,8,1,21.1,8,1
2011/11/5,18.1,8,1,21.3,8,1,19.5,8,1
2011/11/6,18.6,8,1,22.6,8,1,20.7,8,1
2011/11/7,14.0,8,1,20.6,8,1,18.2,8,1
2011/11/8,12.9,8,1,19.9,8,1,16.1,8,1
2011/11/9,11.8,8,1,17.6,8,1,14.4,8,1
2011/11/10,12.0,8,1,16.8,8,1,14.6,8,1
2011/11/11,13.0,8,1,17.1,8,1,15.2,8,1
2011/11/12,13.3,8,1,21.9,8,1,16.8,8,1
2011/11/13,14.0,8,1,21.2,8,1,17.2,8,1
2011/11/14,12.9,8,1,20.2,8,1,16.5,8,1
2011/11/15,12.5,8,1,18.9,8,1,14.9,8,1
2011/11/16,9.7,8,1,16.3,8,1,12.7,8,1
2011/11/17,9.5,8,1,18.1,8,1,13.5,8,1
2011/11/18,11.2,8,1,16.4,8,1,13.9,8,1
2011/11/19,13.5,8,1,20.6,8,1,16.8,8,1
2011/11/20,11.1,8,1,20.6,8,1,16.5,8,1
2011/11/21,8.5,8,1,14.2,8,1,11.0,8,1
2011/11/22,6.3,8,1,14.7,8,1,10.4,8,1
2011/11/23,7.6,8,1,15.4,8,1,11.3,8,1
2011/11/24,8.6,8,1,14.9,8,1,11.3,8,1
2011/11/25,7.0,8,1,14.1,8,1,10.0,8,1
2011/11/26,5.5,8,1,15.0,8,1,9.6,8,1
2011/11/27,6.6,8,1,15.6,8,1,10.8,8,1
2011/11/28,10.3,8,1,15.1,8,1,12.8,8,1
2011/11/29,12.9,8,1,18.6,8,1,15.0,8,1
2011/11/30,11.7,8,1,20.7,8,1,15.8,8,1
2011/12/1,9.9,8,1,14.0,8,1,11.6,8,1
2011/12/2,7.6,8,1,14.0,8,1,10.4,8,1
2011/12/3,13.2,8,1,18.3,8,1,15.2,8,1
2011/12/4,9.6,8,1,15.5,8,1,12.4,8,1
2011/12/5,7.8,8,1,14.7,8,1,10.7,8,1
2011/12/6,6.8,8,1,12.6,8,1,9.4,8,1
2011/12/7,7.3,8,1,15.7,8,1,11.5,8,1
2011/12/8,9.6,8,1,13.0,8,1,10.9,8,1
2011/12/9,3.4,8,1,10.6,8,1,7.1,8,1
2011/12/10,2.3,8,1,10.4,8,1,6.4,8,1
2011/12/11,3.7,8,1,10.5,8,1,7.6,8,1
2011/12/12,3.6,8,1,13.9,8,1,9.0,8,1
2011/12/13,6.9,8,1,14.4,8,1,9.9,8,1
2011/12/14,6.7,8,1,15.5,8,1,10.2,8,1
2011/12/15,6.0,8,1,15.0,8,1,10.9,8,1
2011/12/16,3.8,8,1,11.3,8,1,7.6,8,1
2011/12/17,1.6,8,1,9.5,8,1,5.8,8,1
2011/12/18,4.2,8,1,11.0,8,1,7.6,8,1
2011/12/19,6.2,8,1,11.1,8,1,8.3,8,1
2011/12/20,5.4,8,1,10.5,8,1,7.5,8,1
2011/12/21,4.1,8,1,11.9,8,1,8.3,8,1
2011/12/22,5.3,8,1,11.8,8,1,8.7,8,1
2011/12/23,2.7,8,1,8.6,8,1,5.1,8,1
2011/12/24,1.0,8,1,9.4,8,1,4.9,8,1
2011/12/25,2.5,8,1,7.7,8,1,4.2,8,1
2011/12/26,0.9,8,1,7.1,8,1,3.9,8,1
2011/12/27,0.3,8,1,9.0,8,1,4.3,8,1
2011/12/28,1.3,8,1,8.2,8,1,4.8,8,1
2011/12/29,1.2,8,1,10.9,8,1,6.5,8,1
2011/12/30,3.8,8,1,9.4,8,1,5.7,8,1
2011/12/31,1.3,8,1,9.5,8,1,5.4,8,1
2012/1/1,2.4,8,1,11.5,8,1,7.0,8,1
2012/1/2,4.7,8,1,9.0,8,1,6.4,8,1
2012/1/3,3.7,8,1,8.4,8,1,6.3,8,1
2012/1/4,2.7,8,1,8.1,8,1,5.3,8,1
2012/1/5,2.0,8,1,7.3,8,1,4.5,8,1
2012/1/6,1.4,8,1,9.7,8,1,5.9,8,1
2012/1/7,4.0,8,1,8.8,8,1,5.6,8,1
2012/1/8,2.0,8,1,8.3,8,1,5.0,8,1
2012/1/9,3.1,8,1,11.4,8,1,6.3,8,1
2012/1/10,2.4,8,1,11.1,8,1,7.1,8,1
2012/1/11,2.2,8,1,10.9,8,1,6.8,8,1
2012/1/12,1.6,8,1,7.7,8,1,4.3,8,1
2012/1/13,3.2,8,1,10.8,8,1,6.9,8,1
2012/1/14,4.8,8,1,8.4,8,1,6.6,8,1
2012/1/15,3.8,8,1,8.3,8,1,6.4,8,1
2012/1/16,3.6,8,1,6.4,8,1,5.2,8,1
2012/1/17,2.6,8,1,10.8,8,1,5.9,8,1
2012/1/18,0.8,8,1,10.9,8,1,6.0,8,1
2012/1/19,4.8,8,1,7.9,8,1,6.0,8,1
2012/1/20,5.0,8,1,9.7,8,1,7.5,8,1
2012/1/21,6.2,8,1,9.2,8,1,7.4,8,1
2012/1/22,3.7,8,1,11.2,8,1,7.7,8,1
2012/1/23,3.7,8,1,10.8,8,1,7.3,8,1
2012/1/24,2.0,8,1,6.7,8,1,3.8,8,1
2012/1/25,1.1,8,1,6.4,8,1,3.2,8,1
2012/1/26,-0.9,8,1,6.5,8,1,2.8,8,1
2012/1/27,0.9,8,1,8.6,8,1,4.8,8,1
2012/1/28,2.9,8,1,9.2,8,1,5.2,8,1
2012/1/29,1.5,8,1,6.4,8,1,3.4,8,1
2012/1/30,1.0,8,1,7.6,8,1,3.7,8,1
2012/1/31,0.9,8,1,8.3,8,1,4.1,8,1
2012/2/1,0.8,8,1,8.6,8,1,4.8,8,1
2012/2/2,-1.1,8,1,4.7,8,1,1.1,8,1
2012/2/3,-2.9,8,1,5.7,8,1,1.9,8,1
2012/2/4,2.5,8,1,8.0,8,1,5.3,8,1
2012/2/5,0.9,8,1,9.1,8,1,5.9,8,1
2012/2/6,4.4,8,1,9.7,8,1,7.1,8,1
2012/2/7,6.2,8,1,9.9,8,1,8.5,8,1
2012/2/8,0.4,8,1,6.8,8,1,3.8,8,1
2012/2/9,0.0,8,1,5.8,8,1,2.7,8,1
2012/2/10,-0.2,8,1,7.1,8,1,3.7,8,1
2012/2/11,1.1,8,1,7.9,8,1,4.7,8,1
2012/2/12,2.3,8,1,8.1,8,1,4.7,8,1
2012/2/13,2.4,8,1,6.1,8,1,3.8,8,1
2012/2/14,4.0,8,1,7.0,8,1,5.5,8,1
2012/2/15,2.8,8,1,7.8,8,1,5.0,8,1
2012/2/16,1.9,8,1,8.6,8,1,4.5,8,1
2012/2/17,1.9,8,1,7.8,8,1,4.3,8,1
2012/2/18,-0.1,8,1,5.3,8,1,1.9,8,1
2012/2/19,-1.8,8,1,7.4,8,1,2.5,8,1
2012/2/20,0.4,8,1,9.4,8,1,4.6,8,1
2012/2/21,1.5,8,1,8.9,8,1,5.9,8,1
2012/2/22,5.2,8,1,11.4,8,1,8.5,8,1
2012/2/23,8.6,8,1,12.0,8,1,10.2,8,1
2012/2/24,6.4,8,1,13.3,8,1,9.1,8,1
2012/2/25,5.8,8,1,8.7,8,1,7.2,8,1
2012/2/26,2.0,8,1,7.6,8,1,5.0,8,1
2012/2/27,0.5,8,1,8.4,8,1,3.1,8,1
2012/2/28,-0.7,8,1,9.0,8,1,4.4,8,1
2012/2/29,3.8,8,1,13.5,8,1,7.3,8,1
2012/3/1,5.2,8,1,15.1,8,1,9.9,8,1
2012/3/2,8.6,8,1,12.0,8,1,10.4,8,1
2012/3/3,6.8,8,1,14.0,8,1,9.4,8,1
2012/3/4,4.7,8,1,9.5,8,1,7.3,8,1
2012/3/5,9.4,8,1,12.5,8,1,10.8,8,1
2012/3/6,10.9,8,1,17.1,8,1,13.3,8,1
2012/3/7,8.4,8,1,13.0,8,1,11.0,8,1
2012/3/8,6.3,8,1,14.5,8,1,9.9,8,1
2012/3/9,5.5,8,1,9.3,8,1,6.7,8,1
2012/3/10,5.6,8,1,11.6,8,1,8.1,8,1
2012/3/11,2.4,8,1,10.9,8,1,6.2,8,1
2012/3/12,2.0,8,1,7.5,8,1,3.9,8,1
2012/3/13,1.7,8,1,8.7,8,1,4.5,8,1
2012/3/14,0.8,8,1,10.5,8,1,6.3,8,1
2012/3/15,3.6,8,1,11.7,8,1,7.1,8,1
2012/3/16,2.6,8,1,14.0,8,1,8.4,8,1
2012/3/17,8.9,8,1,14.3,8,1,11.8,8,1
2012/3/18,9.0,8,1,13.5,8,1,12.1,8,1
2012/3/19,3.7,8,1,10.5,8,1,7.7,8,1
2012/3/20,2.0,8,1,11.8,8,1,7.0,8,1
2012/3/21,4.4,8,1,12.8,8,1,8.2,8,1
2012/3/22,3.7,8,1,14.0,8,1,9.9,8,1
2012/3/23,7.7,8,1,12.0,8,1,10.1,8,1
2012/3/24,7.6,8,1,12.9,8,1,10.3,8,1
2012/3/25,5.1,8,1,11.6,8,1,7.6,8,1
2012/3/26,2.8,8,1,9.6,8,1,6.3,8,1
2012/3/27,3.4,8,1,14.0,8,1,8.9,8,1
2012/3/28,6.5,8,1,15.7,8,1,10.9,8,1
2012/3/29,5.6,8,1,16.9,8,1,11.2,8,1
2012/3/30,7.8,8,1,21.0,8,1,14.8,8,1
2012/3/31,6.6,8,1,17.6,8,1,11.7,8,1
2012/4/1,4.6,8,1,13.4,8,1,8.4,8,1
2012/4/2,4.3,8,1,18.0,8,1,11.1,8,1
2012/4/3,7.7,8,1,21.7,8,1,12.4,8,1
2012/4/4,6.2,8,1,13.1,8,1,10.1,8,1
2012/4/5,8.3,8,1,17.7,8,1,13.1,8,1
2012/4/6,6.2,8,1,11.7,8,1,8.3,8,1
2012/4/7,4.6,8,1,11.6,8,1,7.6,8,1
2012/4/8,2.9,8,1,15.4,8,1,9.6,8,1
2012/4/9,7.5,8,1,21.2,8,1,14.8,8,1
2012/4/10,11.3,8,1,22.3,8,1,16.7,8,1
2012/4/11,13.6,8,1,17.3,8,1,15.2,8,1
2012/4/12,12.2,8,1,21.6,8,1,16.8,8,1
2012/4/13,11.9,8,1,20.1,8,1,15.5,8,1
2012/4/14,10.0,8,1,18.2,8,1,12.8,8,1
2012/4/15,8.1,8,1,19.1,8,1,13.7,8,1
2012/4/16,12.5,8,1,20.4,8,1,15.4,8,1
2012/4/17,10.8,8,1,22.8,8,1,15.4,8,1
2012/4/18,9.5,8,1,23.6,8,1,16.2,8,1
2012/4/19,11.8,8,1,24.2,8,1,17.1,8,1
2012/4/20,14.2,8,1,18.0,8,1,15.5,8,1
2012/4/21,13.7,8,1,24.0,8,1,18.2,8,1
2012/4/22,14.1,8,1,17.6,8,1,15.3,8,1
2012/4/23,15.3,8,1,22.9,8,1,18.7,8,1
2012/4/24,13.9,8,1,25.2,8,1,19.7,8,1
2012/4/25,15.4,8,1,26.7,8,1,20.7,8,1
2012/4/26,14.6,8,1,20.5,8,1,17.6,8,1
2012/4/27,14.1,8,1,24.2,8,1,18.4,8,1
2012/4/28,12.1,8,1,29.9,8,1,19.7,8,1
2012/4/29,16.2,8,1,26.4,8,1,20.8,8,1
2012/4/30,18.1,8,1,22.9,8,1,20.0,8,1
2012/5/1,19.1,8,1,26.7,8,1,21.6,8,1
2012/5/2,18.5,8,1,21.0,8,1,19.9,8,1
2012/5/3,17.3,8,1,24.1,8,1,19.8,8,1
2012/5/4,16.0,8,1,21.6,8,1,17.5,8,1
2012/5/5,13.2,8,1,25.2,8,1,19.5,8,1
2012/5/6,15.8,8,1,22.9,8,1,18.8,8,1
2012/5/7,13.5,8,1,24.4,8,1,18.8,8,1
2012/5/8,15.7,8,1,26.0,8,1,20.8,8,1
2012/5/9,17.0,8,1,25.7,8,1,20.7,8,1
2012/5/10,13.8,8,1,23.0,8,1,17.7,8,1
2012/5/11,11.8,8,1,18.8,8,1,13.9,8,1
2012/5/12,10.8,8,1,18.3,8,1,13.4,8,1
2012/5/13,9.4,8,1,21.9,8,1,15.8,8,1
2012/5/14,13.2,8,1,25.4,8,1,19.9,8,1
2012/5/15,16.2,8,1,20.9,8,1,17.5,8,1
2012/5/16,15.9,8,1,24.7,8,1,20.4,8,1
2012/5/17,16.7,8,1,28.0,8,1,21.7,8,1
2012/5/18,16.3,8,1,23.7,8,1,19.3,8,1
2012/5/19,13.5,8,1,27.1,8,1,20.1,8,1
2012/5/20,17.8,8,1,24.5,8,1,20.7,8,1
2012/5/21,18.2,8,1,25.4,8,1,20.7,8,1
2012/5/22,17.6,8,1,24.4,8,1,20.2,8,1
2012/5/23,15.3,8,1,27.5,8,1,20.9,8,1
2012/5/24,15.4,8,1,27.1,8,1,21.6,8,1
2012/5/25,16.3,8,1,21.5,8,1,19.7,8,1
2012/5/26,14.8,8,1,28.3,8,1,21.0,8,1
2012/5/27,17.5,8,1,29.3,8,1,22.5,8,1
2012/5/28,19.1,8,1,28.4,8,1,23.1,8,1
2012/5/29,16.3,8,1,25.8,8,1,20.3,8,1
2012/5/30,14.6,8,1,24.2,8,1,19.4,8,1
2012/5/31,16.6,8,1,27.5,8,1,21.4,8,1
2012/6/1,19.4,8,1,28.3,8,1,23.5,8,1
2012/6/2,18.6,8,1,27.2,8,1,22.1,8,1
2012/6/3,19.8,8,1,26.5,8,1,22.3,8,1
2012/6/4,18.0,8,1,27.2,8,1,22.3,8,1
2012/6/5,19.5,8,1,22.8,8,1,21.2,8,1
2012/6/6,19.3,8,1,29.7,8,1,23.5,8,1
2012/6/7,20.0,8,1,30.1,8,1,24.3,8,1
2012/6/8,18.6,8,1,27.7,8,1,22.3,8,1
2012/6/9,18.7,8,1,25.4,8,1,21.6,8,1
2012/6/10,19.7,8,1,26.0,8,1,22.1,8,1
2012/6/11,18.2,8,1,27.6,8,1,22.8,8,1
2012/6/12,18.5,8,1,22.4,8,1,20.4,8,1
2012/6/13,19.1,8,1,26.3,8,1,22.3,8,1
2012/6/14,18.6,8,1,30.9,8,1,24.1,8,1
2012/6/15,19.7,8,1,28.8,8,1,23.3,8,1
2012/6/16,19.5,8,1,26.5,8,1,22.8,8,1
2012/6/17,22.1,8,1,28.9,8,1,25.0,8,1
2012/6/18,22.0,8,1,29.7,8,1,25.6,8,1
2012/6/19,22.4,8,1,25.8,8,1,23.8,8,1
2012/6/20,22.1,8,1,25.9,8,1,23.6,8,1
2012/6/21,18.0,8,1,22.4,8,1,19.6,8,1
2012/6/22,18.3,8,1,26.7,8,1,21.5,8,1
2012/6/23,17.9,8,1,27.3,8,1,22.4,8,1
2012/6/24,20.5,8,1,28.2,8,1,23.4,8,1
2012/6/25,20.1,8,1,29.4,8,1,23.9,8,1
2012/6/26,20.6,8,1,28.7,8,1,23.8,8,1
2012/6/27,19.4,8,1,27.3,8,1,23.3,8,1
2012/6/28,21.5,8,1,26.6,8,1,23.2,8,1
2012/6/29,20.6,8,1,30.8,8,1,25.2,8,1
2012/6/30,22.9,8,1,29.4,8,1,24.5,8,1
2012/7/1,22.4,8,1,26.4,8,1,23.9,8,1
2012/7/2,22.6,8,1,30.9,8,1,26.4,8,1
2012/7/3,22.3,8,1,26.0,8,1,23.9,8,1
2012/7/4,22.6,8,1,29.6,8,1,25.6,8,1
2012/7/5,22.8,8,1,25.4,8,1,24.2,8,1
2012/7/6,23.1,8,1,28.5,8,1,25.8,8,1
2012/7/7,21.5,8,1,27.9,8,1,24.0,8,1
2012/7/8,19.8,8,1,29.1,8,1,24.1,8,1
2012/7/9,20.9,8,1,32.3,8,1,25.8,8,1
2012/7/10,23.1,8,1,32.2,8,1,27.1,8,1
2012/7/11,23.3,8,1,30.7,8,1,27.4,8,1
2012/7/12,24.5,8,1,29.7,8,1,27.0,8,1
2012/7/13,25.2,8,1,31.2,8,1,27.2,8,1
2012/7/14,24.5,8,1,32.2,8,1,27.7,8,1
2012/7/15,26.7,8,1,34.1,8,1,29.8,8,1
2012/7/16,27.0,8,1,33.6,8,1,29.7,8,1
2012/7/17,26.9,8,1,34.9,8,1,29.9,8,1
2012/7/18,26.6,8,1,33.4,8,1,29.7,8,1
2012/7/19,26.9,8,1,32.5,8,1,29.3,8,1
2012/7/20,25.8,8,1,31.3,8,1,27.3,8,1
2012/7/21,24.8,8,1,32.9,8,1,26.5,8,1
2012/7/22,23.1,8,1,32.2,8,1,27.0,8,1
2012/7/23,24.2,8,1,32.5,8,1,27.2,8,1
2012/7/24,25.8,8,1,34.1,8,1,29.0,8,1
2012/7/25,26.7,8,1,33.6,8,1,30.0,8,1
2012/7/26,26.9,8,1,35.5,8,1,30.7,8,1
2012/7/27,27.3,8,1,35.7,8,1,30.8,8,1
2012/7/28,27.5,8,1,35.9,8,1,31.1,8,1
2012/7/29,28.4,8,1,35.9,8,1,31.0,8,1
2012/7/30,28.4,8,1,35.8,8,1,30.8,8,1
2012/7/31,26.6,8,1,35.8,8,1,30.8,8,1
2012/8/1,27.3,8,1,36.2,8,1,30.0,8,1
2012/8/2,26.8,8,1,36.0,8,1,30.3,8,1
2012/8/3,26.6,8,1,36.7,8,1,31.0,8,1
2012/8/4,27.1,8,1,34.8,8,1,29.8,8,1
2012/8/5,26.8,8,1,33.4,8,1,29.7,8,1
2012/8/6,25.9,8,1,36.0,8,1,29.9,8,1
2012/8/7,26.3,8,1,34.4,8,1,29.7,8,1
2012/8/8,25.0,8,1,34.6,8,1,28.5,8,1
2012/8/9,23.3,8,1,34.2,8,1,28.4,8,1
2012/8/10,25.4,8,1,33.8,8,1,29.5,8,1
2012/8/11,26.1,8,1,32.7,8,1,29.0,8,1
2012/8/12,25.1,8,1,34.6,8,1,29.0,8,1
2012/8/13,25.9,8,1,33.0,8,1,29.3,8,1
2012/8/14,24.5,8,1,29.7,8,1,27.6,8,1
2012/8/15,26.9,8,1,32.3,8,1,29.1,8,1
2012/8/16,26.0,8,1,34.0,8,1,29.7,8,1
2012/8/17,27.3,8,1,36.5,8,1,30.9,8,1
2012/8/18,23.5,8,1,34.9,8,1,27.6,8,1
2012/8/19,24.5,8,1,34.6,8,1,28.1,8,1
2012/8/20,24.5,8,1,34.8,8,1,29.0,8,1
2012/8/21,25.7,8,1,34.4,8,1,29.6,8,1
2012/8/22,26.4,8,1,34.7,8,1,29.6,8,1
2012/8/23,26.3,8,1,34.5,8,1,29.6,8,1
2012/8/24,25.5,8,1,32.5,8,1,28.6,8,1
2012/8/25,24.8,8,1,34.7,8,1,29.4,8,1
2012/8/26,25.4,8,1,35.2,8,1,29.6,8,1
2012/8/27,25.8,8,1,34.2,8,1,29.4,8,1
2012/8/28,26.2,8,1,34.6,8,1,29.8,8,1
2012/8/29,27.5,8,1,31.3,8,1,29.2,8,1
2012/8/30,27.1,8,1,34.3,8,1,30.0,8,1
2012/8/31,24.5,8,1,34.8,8,1,29.1,8,1
2012/9/1,23.7,8,1,33.2,8,1,27.3,8,1
2012/9/2,24.7,8,1,32.3,8,1,26.9,8,1
2012/9/3,23.7,8,1,32.3,8,1,27.1,8,1
2012/9/4,24.1,8,1,32.5,8,1,27.9,8,1
2012/9/5,25.6,8,1,33.3,8,1,28.7,8,1
2012/9/6,25.1,8,1,31.4,8,1,27.7,8,1
2012/9/7,23.6,8,1,34.1,8,1,28.2,8,1
2012/9/8,25.5,8,1,31.3,8,1,27.8,8,1
2012/9/9,24.4,8,1,32.4,8,1,27.5,8,1
2012/9/10,24.1,8,1,32.0,8,1,26.7,8,1
2012/9/11,24.1,8,1,30.2,8,1,26.1,8,1
2012/9/12,22.2,8,1,32.4,8,1,27.5,8,1
2012/9/13,24.0,8,1,33.0,8,1,28.4,8,1
2012/9/14,23.7,8,1,33.9,8,1,27.0,8,1
2012/9/15,23.5,8,1,32.8,8,1,26.6,8,1
2012/9/16,24.4,8,1,33.1,8,1,28.3,8,1
2012/9/17,25.4,8,1,34.9,8,1,29.5,8,1
2012/9/18,24.3,8,1,27.3,8,1,25.0,8,1
2012/9/19,23.8,8,1,30.5,8,1,26.7,8,1
2012/9/20,22.5,8,1,28.4,8,1,25.1,8,1
2012/9/21,21.5,8,1,29.0,8,1,24.6,8,1
2012/9/22,21.8,8,1,29.1,8,1,25.0,8,1
2012/9/23,18.1,8,1,24.0,8,1,20.9,8,1
2012/9/24,19.5,8,1,27.5,8,1,23.5,8,1
2012/9/25,19.7,8,1,30.2,8,1,24.1,8,1
2012/9/26,19.1,8,1,29.6,8,1,24.0,8,1
2012/9/27,19.8,8,1,29.8,8,1,24.0,8,1
2012/9/28,18.8,8,1,29.5,8,1,24.0,8,1
2012/9/29,21.1,8,1,27.8,8,1,23.3,8,1
2012/9/30,18.8,8,1,22.8,8,1,21.2,8,1
2012/10/1,19.7,8,1,25.6,8,1,21.8,8,1
2012/10/2,18.3,8,1,27.2,8,1,22.7,8,1
2012/10/3,19.5,8,1,28.8,8,1,23.4,8,1
2012/10/4,19.5,8,1,25.6,8,1,22.7,8,1
2012/10/5,17.8,8,1,26.8,8,1,22.0,8,1
2012/10/6,18.2,8,1,26.4,8,1,21.5,8,1
2012/10/7,17.9,8,1,25.6,8,1,20.8,8,1
2012/10/8,15.8,8,1,26.1,8,1,20.6,8,1
2012/10/9,18.1,8,1,27.1,8,1,21.7,8,1
2012/10/10,17.5,8,1,26.7,8,1,21.8,8,1
2012/10/11,18.5,8,1,24.7,8,1,21.0,8,1
2012/10/12,15.4,8,1,23.0,8,1,19.1,8,1
2012/10/13,13.1,8,1,24.3,8,1,18.3,8,1
2012/10/14,16.3,8,1,22.4,8,1,19.3,8,1
2012/10/15,14.7,8,1,26.4,8,1,20.1,8,1
2012/10/16,15.8,8,1,26.6,8,1,21.0,8,1
2012/10/17,18.2,8,1,21.3,8,1,19.3,8,1
2012/10/18,15.4,8,1,18.6,8,1,17.3,8,1
2012/10/19,14.6,8,1,22.4,8,1,18.1,8,1
2012/10/20,12.2,8,1,23.1,8,1,17.5,8,1
2012/10/21,13.8,8,1,24.4,8,1,18.9,8,1
2012/10/22,14.7,8,1,26.2,8,1,20.3,8,1
2012/10/23,13.2,8,1,21.1,8,1,16.4,8,1
2012/10/24,12.0,8,1,20.5,8,1,15.6,8,1
2012/10/25,11.7,8,1,21.6,8,1,16.2,8,1
2012/10/26,11.6,8,1,23.4,8,1,17.3,8,1
2012/10/27,13.9,8,1,24.4,8,1,19.1,8,1
2012/10/28,16.2,8,1,21.4,8,1,18.0,8,1
2012/10/29,13.1,8,1,21.4,8,1,16.9,8,1
2012/10/30,10.4,8,1,19.0,8,1,14.7,8,1
2012/10/31,12.1,8,1,19.5,8,1,15.5,8,1
2012/11/1,11.8,8,1,19.0,8,1,14.3,8,1
2012/11/2,9.7,8,1,16.4,8,1,12.8,8,1
2012/11/3,11.1,8,1,16.9,8,1,13.3,8,1
2012/11/4,8.7,8,1,17.0,8,1,13.2,8,1
2012/11/5,12.3,8,1,19.3,8,1,15.4,8,1
2012/11/6,14.5,8,1,19.8,8,1,16.8,8,1
2012/11/7,11.3,8,1,19.2,8,1,15.7,8,1
2012/11/8,13.0,8,1,19.7,8,1,16.1,8,1
2012/11/9,12.3,8,1,19.7,8,1,14.8,8,1
2012/11/10,11.2,8,1,17.1,8,1,13.9,8,1
2012/11/11,12.0,8,1,16.2,8,1,14.1,8,1
2012/11/12,12.5,8,1,18.3,8,1,15.4,8,1
2012/11/13,10.5,8,1,17.0,8,1,13.3,8,1
2012/11/14,8.5,8,1,14.1,8,1,11.2,8,1
2012/11/15,6.7,8,1,12.4,8,1,9.3,8,1
2012/11/16,6.9,8,1,16.4,8,1,11.6,8,1
2012/11/17,9.8,8,1,13.7,8,1,12.0,8,1
2012/11/18,8.6,8,1,15.3,8,1,12.0,8,1
2012/11/19,6.7,8,1,15.9,8,1,11.6,8,1
2012/11/20,11.4,8,1,15.9,8,1,13.2,8,1
2012/11/21,8.6,8,1,14.7,8,1,11.3,8,1
2012/11/22,9.6,8,1,15.1,8,1,11.9,8,1
2012/11/23,9.6,8,1,13.2,8,1,11.5,8,1
2012/11/24,7.1,8,1,12.1,8,1,10.0,8,1
